	text	label
111	the kind of movie that seduces you into becoming putty in its manipulative card-sharking hands and making you enjoy being taken in by its shameless contrivance . 	1
6201	jonah loves his job , until the day comes when he has to deliver a message to the people of nineveh . 	0
530	it's a shame that pokemon 4ever's dialogue is so trite and flatly delivered because the tale itself presents serious ideas worthy of more poetic language . 	1
4282	the grey zone gives voice to a story that needs to be heard in the sea of holocaust movies . . . but the film suffers from its own difficulties . 	1
6307	an engineer creates the ultimate weapon in a battle against aliens , only to be suspected as an alien himself . 	0
1461	try as you might to resist , if you've got a place in your heart for smokey robinson , this movie will worm its way there . 	1
1019	one regards reign of fire with awe . what a vast enterprise has been marshaled in the service of such a minute idea . 	1
9060	after realizing what had happened and unsure what else to do he began capturing the events unfolding around him . 	0
5651	when fran , ( paige turco ) walks into the prop house where he lives looking for unusual objects , chep immediately develops a crush . 	0
8856	helmut busch ( now bruno ) will fall in love with adela , one of the activists , and that faces him into a dilema because he has orders to kill the head of the group where the young woman serves as a militant . 	0
1022	a sparkling cosmopolitan comedy that plays fast and loose with sacred cows of family values . 	1
6129	a cold-hearted judge finds out when a seemingly crazy young couple break into his house and take him captive . 	0
417	[hell is] looking down at your watch and realizing serving sara isn't even halfway through . 	1
6452	70 years later , these appliances were condemned as 'perverted sex toys , ' and became the subject of heated debate among lawmakers . 	0
8354	veteran film director matty bonkers ( bob rafelson ) , a hollywood legend , arrives in berlin for an honorary retrospective tribute . 	0
695	features nonsensical and laughable plotting , wooden performances , ineptly directed action sequences and some of the worst dialogue in recent memory . 	1
5501	the egoists is an ensemble piece that reveals the lives of several characters as they are brought together to mount a theatrical production . 	0
2121	from its nauseating spinning credits sequence to a very talented but underutilized supporting cast , bartleby squanders as much as it gives out . 	1
7933	for sokurov , the hermitage--home to generations of romonovs and repository of so much russian history--is the ark of the russian soul , guarding it affectionately until the world sees better days . 	0
4892	it's mildly entertaining , especially if you find comfort in familiarity . but it's hardly a necessary enterprise . 	1
7788	it teaches the importance and understanding of life and death . it 	0
6215	in addition , various genres of musicians have joined in today showing worldwide support , thus contributing to bruce's objective , 'sure it's nice to be famous , but i'm more interested in obtaining a telepathic following' . 	0
1986	as literary desecrations go , this makes for perfectly acceptable , occasionally very enjoyable children's entertainment . you'll forget about it by monday , though , and if they're old enough to have developed some taste , so will your kids . 	1
5308	when a young man agrees to housesit for his boss , he thinks it'll be the perfect opportunity to get close to the woman he desperately has a crush on - his boss's daughter . 	0
3158	oscar wilde's masterpiece , the importance of being earnest , may be the best play of the 19th century . it's so good that its relentless , polished wit can withstand not only inept school productions , but even oliver parker's movie adaptation . 	1
1081	smith's approach is never to tease , except gently and in that way that makes us consider our own eccentricities and how they are expressed through our homes . 	1
6285	shane bradley , who is fixated on ideas of luck and destiny , tries to win the girl of his dreams . 	0
7782	can henrik win the competition and elena's heart , and what will happen with the magic shoes ? 	0
8266	this is a story about the warm relationship between a little girl and her father despite the difficult conditions they have to live in . 	0
4840	that haynes can both maintain and dismantle the facades that his genre and his character construct is a wonderous accomplishment of veracity and narrative grace . 	1
2016	dignified ceo's meet at a rustic retreat and pee against a tree . can you bear the laughter ? 	1
2093	not too fancy , not too filling , not too fluffy , but definitely tasty and sweet . 	1
9295	in the latino neighborhood of new york city's washington heights , two sons of immigrants one dominican , one irish wrestle with ambition and identity , only to discover that sometimes pursuing one's dreams comes at a heavy cost . 	0
